Title,Genre,Rate,Votes,Gross(M)
136. Drishyam (2015),Crime,8.2,67235,0.74
259. Chungking Express (1994),Crime,8.1,60857,0.6
394. Ghost in the Shell (1995),Crime,8.0,126538,0.52
394. Ghost in the Shell (1995),Crime,8.0,126538,0.52
394. Ghost in the Shell (1995),Crime,8.0,126538,0.52
394. Ghost in the Shell (1995),Crime,8.0,126538,0.52
394. Ghost in the Shell (1995),Crime,8.0,126538,0.52
394. Ghost in the Shell (1995),Crime,8.0,126538,0.52
394. Ghost in the Shell (1995),Crime,8.0,126538,0.52
"249. Black Cat, White Cat (1998)",Crime,8.1,50107,0.35
133. Talvar (2015),Crime,8.2,30321,0.34
255. La Haine (1995),Crime,8.1,146205,0.31
361. 3-Iron (2004),Crime,8.0,49242,0.24
361. 3-Iron (2004),Crime,8.0,49242,0.24
361. 3-Iron (2004),Crime,8.0,49242,0.24
361. 3-Iron (2004),Crime,8.0,49242,0.24
361. 3-Iron (2004),Crime,8.0,49242,0.24
361. 3-Iron (2004),Crime,8.0,49242,0.24
361. 3-Iron (2004),Crime,8.0,49242,0.24
373. Infernal Affairs (2002),Crime,8.0,116829,0.17
373. Infernal Affairs (2002),Crime,8.0,116829,0.17
373. Infernal Affairs (2002),Crime,8.0,116829,0.17
373. Infernal Affairs (2002),Crime,8.0,116829,0.17
373. Infernal Affairs (2002),Crime,8.0,116829,0.17
373. Infernal Affairs (2002),Crime,8.0,116829,0.17
373. Infernal Affairs (2002),Crime,8.0,116829,0.17
186. Rashomon (1950),Crime,8.2,149595,0.1
344. Elite Squad 2: The Enemy Within (2010),Crime,8.0,78484,0.1
344. Elite Squad 2: The Enemy Within (2010),Crime,8.0,78484,0.1
344. Elite Squad 2: The Enemy Within (2010),Crime,8.0,78484,0.1
344. Elite Squad 2: The Enemy Within (2010),Crime,8.0,78484,0.1
344. Elite Squad 2: The Enemy Within (2010),Crime,8.0,78484,0.1
344. Elite Squad 2: The Enemy Within (2010),Crime,8.0,78484,0.1
344. Elite Squad 2: The Enemy Within (2010),Crime,8.0,78484,0.1
183. Rififi (1955),Crime,8.2,27251,0.06
142. Paan Singh Tomar (2012),Crime,8.2,32650,0.04
285. Le Samouraï (1967),Crime,8.1,44382,0.04
126. M (1931),Crime,8.3,140682,0.03
184. Dial M for Murder (1954),Crime,8.2,154901,0.01
229. Elite Squad (2007),Crime,8.1,97007,0.01
238. Memories of Murder (2003),Crime,8.1,131346,0.01
390. Knockin' on Heaven's Door (1997),Crime,8.0,27227,0.0
390. Knockin' on Heaven's Door (1997),Crime,8.0,27227,0.0
390. Knockin' on Heaven's Door (1997),Crime,8.0,27227,0.0
390. Knockin' on Heaven's Door (1997),Crime,8.0,27227,0.0
390. Knockin' on Heaven's Door (1997),Crime,8.0,27227,0.0
390. Knockin' on Heaven's Door (1997),Crime,8.0,27227,0.0
390. Knockin' on Heaven's Door (1997),Crime,8.0,27227,0.0
